Left-to-right mark	369817	por	Qual o lugar mais bonito do mundo?‎	MUIRIEL	2010-03-07 22:21:42	2010-07-30 15:38:33
Colon: succeeded by letter or punctuation	7784726	por	Abraão passou a chamar aquele lugar de "O Senhor Proverá", de sorte que se diz hoje:"Sobre a montanha, o Senhor proverá".	carlosalberto	2019-02-21 21:21:07	2019-02-21 21:21:07
Straight quotation marks: preceeded and succeeded by space	7819294	por	"Onde você está indo?" "Eu estou indo para lá. "	Ricardo14	2019-03-21 17:53:32	2019-03-21 17:53:32
Final punctuation	7822111	por	Desculpe, eu não vou jogar bola hoje,	Ricardo14	2019-03-23 18:19:13	2019-03-23 18:19:13
Question mark: preceeded by space	7850281	por	"Eu realmente suspirei ?" "Enquanto dava uma aura de infelicidade."	JGGG	2019-04-13 18:43:59	2019-04-13 18:43:59
Final punctuation	7856388	por	Marvilhoso	vilut9	2019-04-17 07:25:10	2019-04-17 07:25:10
Question mark: preceeded by space	7858336	por	Por 'torii' você quer dizer aquele objeto vermelho no topo das escadas ?	JGGG	2019-04-18 16:17:12	2019-04-18 16:18:43
Question mark: preceeded by space	7858921	por	Você é a favor da política deles ?	JGGG	2019-04-18 22:19:24	2019-04-18 22:19:24
Question mark: preceeded by space	7863402	por	Na semana que vem você não vai no tour de ônibus ?	JGGG	2019-04-21 15:53:41	2019-04-21 15:53:41
Question mark: preceeded by space	7863612	por	Pode me dizer sua data de nascimento ?	JGGG	2019-04-21 18:39:16	2019-04-21 18:39:16
Question mark: preceeded by space	7863913	por	Você lembra qual é o dia da semana que a loja Blue Sky Sports é fechada ?	JGGG	2019-04-21 20:29:53	2019-04-23 16:30:39
Question mark: preceeded by space	7866323	por	Nós podemos pedir para você uma extensão de dois meses para a data de pagamento ?	JGGG	2019-04-23 12:44:33	2019-04-23 12:44:33
Question mark: preceeded by space	7869321	por	Você tem uma caneta-tinteiro ?	JGGG	2019-04-25 14:31:10	2019-04-25 14:31:10
Exclamation mark: preceeded by space	7869394	por	Ah, isso não coisa pra rir ! Foi realmente difícil.	JGGG	2019-04-25 15:05:48	2019-04-25 15:05:48
Question mark: preceeded by space	7869402	por	Vocês todos dão a devida importância aos códigos morais ?	JGGG	2019-04-25 15:15:22	2019-04-25 15:15:22
Question mark: preceeded by space	7873177	por	Você consegue alcançar o topo da estante de livros ?	JGGG	2019-04-27 14:23:08	2019-04-27 14:23:08
Question mark: preceeded by space	7873454	por	Que horas que o trem chega em Osaka ?	JGGG	2019-04-27 18:14:55	2019-04-27 18:14:55
Question mark: preceeded by space	7877300	por	Quantas vezes por mês você vai ao cinema ?	JGGG	2019-04-29 18:48:08	2019-04-29 18:48:08
Question mark: preceeded by space	7880646	por	Por que você consegue escrever tão bem uma carta em inglês mas mesmo assim não consegue falar em inglês ?	JGGG	2019-05-01 02:32:15	2019-05-01 02:33:53
Question mark: preceeded by space	7897632	por	Você tem algo planejado para a próxima quarta-feira ?	JGGG	2019-05-09 00:45:30	2019-05-09 00:48:22
Question mark: preceeded by space	7901623	por	Me desculpe interromper, mas quem é você ?	JGGG	2019-05-11 00:50:28	2019-05-11 00:50:28
Question mark: preceeded by space	7901628	por	Quando eu faço dieta, eu sinto uma fraqueza, o que eu deveria fazer ?	JGGG	2019-05-11 01:06:50	2019-05-11 01:06:50
Question mark: preceeded by space	7901631	por	Faz quanto tempo que eles estão treinando tênis ?	JGGG	2019-05-11 01:19:42	2019-05-11 01:19:42
Question mark: preceeded by space	7901635	por	Qual você prefere, maçã ou laranja ?	JGGG	2019-05-11 01:41:06	2019-05-11 11:55:15
Exclamation mark: preceeded by space	7902899	por	Tenham ótimas férias de verão !	JGGG	2019-05-11 15:19:16	2019-05-11 15:19:16
Question mark: preceeded by space	7902936	por	"Você não se da bem com seu pai ?" "..." "Desculpe, isso não é da minha conta."	JGGG	2019-05-11 15:34:00	2019-05-11 15:34:00
Exclamation mark: preceeded by space	7903535	por	O amor não pode parar !	MatheusHDRJ	2019-05-11 20:52:11	2019-05-11 20:52:11
Question mark: preceeded by space	7911947	por	Um dia recebi um telefonema de meu amigo falando "Eu tenho uma história interessante, por que não nos encontramos ?", então eu fui pra casa dele.	JGGG	2019-05-15 14:16:16	2019-05-15 14:16:16
Question mark: preceeded by space	7923709	por	É da sua conta qual é o hobby dos outros ?	JGGG	2019-05-20 22:56:20	2019-05-20 22:56:20
Question mark: preceeded by space	7926066	por	Alguma vez você já viu um elefante ?	JGGG	2019-05-22 02:00:03	2019-05-22 02:00:03
Question mark: preceeded by space	7926544	por	Por favor me diga quais filmes estarão saindo na semana que vem ?	JGGG	2019-05-22 12:50:46	2019-05-22 12:50:46
Question mark: preceeded by space	7941444	por	Nós estamos indo comprar roupas de baixo. Você ainda não está vestindo roupa de baixo, né ?	JGGG	2019-05-28 11:36:33	2019-05-28 11:36:33
Question mark: preceeded by space	7941491	por	"A partir dessa semana, as piscinas serão abertas." "Entendi. Então por que não vamos comprar roupas de banho ?"	JGGG	2019-05-28 11:57:53	2019-05-28 12:28:56
Exclamation mark: preceeded by space	7941519	por	Vamos, ande rápido !	JGGG	2019-05-28 12:08:50	2019-05-28 12:09:59
Question mark: preceeded by space	7941534	por	Takashi, você já tomou banho ?	JGGG	2019-05-28 12:20:08	2019-05-28 12:20:08
Question mark: preceeded by space	7941710	por	Qual é a cor e o modelo do carro do presidente da empresa ?	JGGG	2019-05-28 13:13:33	2019-05-28 13:14:22
Question mark: preceeded by space	7941798	por	Você gosta de um verão fresco ?	JGGG	2019-05-28 13:36:33	2019-05-28 13:36:33
Colon: succeeded by letter or punctuation	8037445	por	Para traduzir a interface de usuário do Tatoeba, visite https://www.transifex.com/tatoeba/tatoeba_website/.	Ricardo14	2019-07-10 01:48:13	2019-07-10 01:48:13
Final punctuation	8044093	por	Só me quero casar	Ricardo14	2019-07-12 12:20:46	2019-07-12 12:20:46
Final punctuation	8054060	por	Segure-o com cuidado	jvlopes91	2019-07-17 03:49:20	2019-07-17 03:49:20
Final punctuation	8067225	por	Foi uma noite agradável	MacGyver	2019-07-21 09:38:25	2019-07-21 09:38:25
Final punctuation	8070918	por	Conforme a ordem de Moisés, todos guardaram para o dia seguinte o que havia sobrado; e não cheirou mal nem apareceram vermes	carlosalberto	2019-07-22 21:57:54	2019-07-22 21:57:54
Final punctuation	8088096	por	Estes são os decretos que promulgarás:	carlosalberto	2019-08-02 21:35:21	2019-08-02 21:35:21
Comma: preceeded by space	8103699	por	"O que é que isto te diz?" , "Isto não me diz nada."	iT4LL	2019-08-12 13:29:49	2019-08-13 15:17:01
Question mark: preceeded by space	8120277	por	Gostas de música ?	Adelpa	2019-08-21 20:06:48	2019-08-21 20:06:48
Final punctuation	8140387	por	Eles fizeram o que você disse para eles fazerem	lucasdcs	2019-08-29 10:41:56	2019-08-29 10:41:56
Final punctuation	8189356	por	O próximo fim de semana também será chuvoso	carlosalberto	2019-09-15 17:40:31	2019-09-15 17:40:31
Question mark: preceeded by space	8192230	por	Eles têm passeio de ônibus aqui ?	josivangoncalves	2019-09-17 02:06:24	2019-09-17 11:13:33
Final punctuation	8193172	por	Ele saiu da sala	josivangoncalves	2019-09-17 17:21:07	2019-09-17 17:21:07
Final punctuation	8196075	por	Sami e Layla se divertiram muito	lucasdcs	2019-09-19 12:25:06	2019-09-19 12:25:06
Question mark: preceeded by space	8218328	por	Quem comeu meu bolo que eu tinha colocado na geladeira ?	Carlos2019	2019-09-29 04:37:19	2019-09-29 15:35:05
Period: preceeded by space	8223618	por	«Isso,» disse um homem muito jovem, fazendo esforços espasmódicos para reacender o seu charuto sobre a lâmpada; «isso . . . muito claro mesmo.»	XY	2019-10-01 17:07:43	2019-10-01 17:07:43
Final punctuation	8226247	por	Me ajude a desmontá-lo	josivangoncalves	2019-10-02 19:58:14	2019-10-02 19:58:14
Final punctuation	8237870	por	Que	josivangoncalves	2019-10-06 14:14:31	2019-10-06 14:16:07
Final punctuation	8240790	por	Eu saí	lucasmg123	2019-10-08 02:33:24	2019-10-08 02:33:24
Final punctuation	8245129	por	“Meu Senhor e Deus meu”	josivangoncalves	2019-10-10 15:40:46	2019-10-10 15:43:14
Final punctuation	8245175	por	"Senhor e Deus meu”	josivangoncalves	2019-10-10 16:28:42	2019-10-10 16:29:39
English quotation marks: unopened closing mark	8245175	por	"Senhor e Deus meu”	josivangoncalves	2019-10-10 16:28:42	2019-10-10 16:29:39
Straight quotation marks: odd number	8245175	por	"Senhor e Deus meu”	josivangoncalves	2019-10-10 16:28:42	2019-10-10 16:29:39
Quotation marks: mixed curly and straight	8245175	por	"Senhor e Deus meu”	josivangoncalves	2019-10-10 16:28:42	2019-10-10 16:29:39
Final punctuation	8245537	por	Tom ficou bravo comigo	josivangoncalves	2019-10-10 19:23:08	2019-10-10 19:23:08
Final punctuation	8245541	por	Tom ficou zangado comigo	josivangoncalves	2019-10-10 19:29:22	2019-10-10 19:29:22
Zero-width space	8248457	por	Nenhum dos quatro filhos saudáveis ​​sofreu um derrame.	JGEN	2019-10-12 03:08:12	2019-10-12 03:08:12
Dieresis: not used	8251483	por	Cinqüenta e nove minutos para as quatro da manhã.	JGEN	2019-10-13 12:18:34	2019-10-13 12:18:34
Dieresis: not used	8251492	por	Cinqüenta e oito minutos para as quatro.	JGEN	2019-10-13 12:21:08	2019-10-13 12:21:08
Final punctuation	8251722	por	Eu sou velho, mas você é jovem	JGEN	2019-10-13 14:16:29	2019-10-13 14:16:29
Dieresis: not used	8255287	por	Você vai para a Flórida com freqüência?	JGEN	2019-10-15 02:38:39	2019-10-15 02:38:39
Final punctuation	8258944	por	Dirigir um carro é muito divertido,	RYutaka	2019-10-16 16:36:39	2019-10-16 16:36:39
Period: preceeded by space	8272007	por	Não gosto que alguém fique me encarando .	JGEN	2019-10-21 04:51:46	2019-10-21 04:51:46
Final punctuation	8281584	por	Eu vou comprar comida	JGEN	2019-10-24 21:18:34	2019-10-24 21:18:34
Final punctuation	8281966	por	Vamos sair antes das 13:00	JGEN	2019-10-24 22:49:35	2019-10-24 22:49:35
Zero-width space	8283681	por	Os pais são responsáveis ​​pela segurança de seus filhos.	JGEN	2019-10-25 15:53:07	2019-10-25 15:53:07
Final punctuation	8290577	por	Eu não achei isso engraçado	JGEN	2019-10-29 03:23:25	2019-10-29 03:23:25
Final punctuation	8291742	por	Meu Francês é bom	JGEN	2019-10-29 18:17:15	2019-10-29 18:17:15
Exclamation mark: preceeded by space	8291808	por	¡Rápido !	miguelhinojosa9	2019-10-29 18:29:08	2019-10-29 18:29:08
Inverted exclamation mark: not used	8291808	por	¡Rápido !	miguelhinojosa9	2019-10-29 18:29:08	2019-10-29 18:29:08
Final punctuation	8291838	por	Os pais de Tom costumam falar Francês um com o outro	JGEN	2019-10-29 18:37:48	2019-10-29 18:37:48
Ellipsis: too short	8296887	por	Guarde um pouco dessa carne de carneiro..	JGEN	2019-11-01 02:41:39	2019-11-01 02:41:39
Final punctuation	8299047	por	Eu estou aprendendo árabe	JGEN	2019-11-02 02:23:18	2019-11-02 02:23:18
Final punctuation	8299048	por	Estou aprendendo árabe	JGEN	2019-11-02 02:24:13	2019-11-02 02:24:13
Final punctuation	8299656	por	Mãe está doente desda ultima quinta	StrikerFX	2019-11-02 21:30:49	2019-11-02 21:30:49
Final punctuation	8318751	por	Temos problemas que precisam ser tratados	lucasmg123	2019-11-12 03:41:14	2019-11-12 03:41:14
Final punctuation	8329047	por	Eu queria comer com o Tom	JGEN	2019-11-17 14:59:33	2019-11-17 14:59:33
Final punctuation	8330119	por	Dê um passo atrás da situação e tente descobrir o que está acontecendo	JGEN	2019-11-18 00:22:35	2019-11-18 00:22:35
Final punctuation	8330229	por	Eu suponho que seja um pouco tolo para mim preocupar com algo assim	JGEN	2019-11-18 02:24:50	2019-11-18 02:24:50
Final punctuation	8338708	por	Meu hobby é pescar	Edy_Wolf	2019-11-22 11:40:51	2019-11-22 11:42:56
Capitalization	8338717	por	meu passatempo é ouvir musica	Edy_Wolf	2019-11-22 11:44:13	2019-11-22 11:52:12
Final punctuation	8338717	por	meu passatempo é ouvir musica	Edy_Wolf	2019-11-22 11:44:13	2019-11-22 11:52:12
Capitalization	8339706	por	ela terminou fazendo compras	Edy_Wolf	2019-11-22 22:07:37	2019-11-22 22:07:37
Final punctuation	8339706	por	ela terminou fazendo compras	Edy_Wolf	2019-11-22 22:07:37	2019-11-22 22:07:37
Final punctuation	8339708	por	Deixei o seu livro dentro do carro	Edy_Wolf	2019-11-22 22:08:35	2019-11-22 22:08:46
Final punctuation	8344827	por	Quero ser um policial quando crescer	Amodeus	2019-11-25 03:08:01	2019-11-25 03:08:01
Final punctuation	8344829	por	Eu quero ser um policial quando eu crescer	Amodeus	2019-11-25 03:08:14	2019-11-25 03:08:14
Ellipsis: too short	8352743	por	Minha irmã mais nova tem um trabalho..	RYutaka	2019-11-28 17:46:15	2019-11-28 17:46:15
Final punctuation	8364162	por	Washington era o homem mais famoso nos Estados Unidos,	RYutaka	2019-12-04 13:07:33	2019-12-04 13:07:33
Misspelling: horrivel -> horrível	8366364	por	Eu me sinto horrivel.	JGEN	2019-12-05 19:47:29	2019-12-05 19:47:29
Final punctuation	8405049	por	Eu só tenho uma hora	JGEN	2019-12-25 23:18:10	2019-12-25 23:18:10
Final punctuation	8412113	por	Tanto faz, cara	luca22	2019-12-28 20:52:50	2019-12-28 20:52:50
Final punctuation	8422111	por	Isso é o problema	whykels	2020-01-01 21:35:59	2020-01-01 21:35:59
Final punctuation	8437499	por	Não quero voltar para casa de mãos vazias	bill	2020-01-08 23:16:45	2020-01-08 23:16:45
Final punctuation	8459457	por	Liz está resfriada de novo	Ricardo14	2020-01-17 05:30:17	2020-01-17 05:30:17
Final punctuation	8475052	por	Eu pensei que você estava magoada comigo	Ricardo14	2020-01-21 23:09:54	2020-01-21 23:09:54
Final punctuation	8475053	por	Pensei que você estava magoada comigo	Ricardo14	2020-01-21 23:09:58	2020-01-21 23:09:58
Parentheses: opening mark preceeded by letter or digit	8490962	por	Eu não gosto de teu(tua) amigo(a).	marvinibahs2020	2020-01-26 13:22:58	2020-01-26 13:28:12
Parentheses: opening mark preceeded by letter or digit	8490984	por	Muitos(as) influenciadores(as) digitais e "youtubers" costumam lançar uma variedade de cosméticos a preços exorbitantes.	marvinibahs2020	2020-01-26 13:35:17	2020-01-26 13:35:17
Parentheses: opening mark preceeded by letter or digit	8490985	por	Muitos(as) "influencers" e "youtubers" costumam lançar uma variedade de cosméticos a preços exorbitantes.	marvinibahs2020	2020-01-26 13:36:52	2020-01-26 13:36:52
Final punctuation	8511480	por	Quero estudar mais de 35 idiomas até 2030,	Ricardo14	2020-02-04 13:29:43	2020-02-06 15:31:10
Comma: succeeded by letter	8542128	por	Não esqueça de fazer seu dever de casa,ok?	AndyC	2020-02-11 01:30:14	2020-02-11 01:30:14
Zero-width space	8592146	por	Durante a Primeira Guerra Mundial, modelos de espingarda com periscópio foram usados ​​para disparar das trincheiras sem ter que olhar para fora.	Capistrano	2020-03-03 19:09:48	2020-03-03 19:09:48
Capitalization	8627169	por	se ele permanecesse ali obstruiria a passagem dos demais.	Robinho1557x	2020-03-22 22:43:09	2020-03-22 22:43:09
Capitalization	8637344	por	vai comer essa paçoca?	manuh7a	2020-03-27 01:40:17	2020-03-27 01:40:17
Question mark: preceeded by space	8674212	por	Me ajuda a contar até 100 ?	dinoomarca	2020-04-12 13:54:15	2020-04-12 13:54:15
Question mark: preceeded by space	8674242	por	O que faria se hoje fosse o último dia da sua vida ?	dinoomarca	2020-04-12 14:01:15	2020-04-12 14:01:15
Question mark: preceeded by space	8674243	por	Se você pudesse voltar ao passado, faria algo diferente ?	dinoomarca	2020-04-12 14:01:41	2020-04-12 14:01:41
Question mark: preceeded by space	8674332	por	Você gosta de cantar ?	dinoomarca	2020-04-12 14:23:19	2020-04-12 14:23:19
Question mark: preceeded by space	8674343	por	O que você gosta de fazer no tempo livre ?	dinoomarca	2020-04-12 14:25:06	2020-04-12 14:25:06
Final punctuation	8714302	por	Boa saúde é mais valioso que qualquer outra coisa. (formal)	MicheleMaria	2020-04-25 02:06:48	2020-04-25 02:07:19
Final punctuation	8714303	por	Boa saúde tem mais valor que qualquer outra coisa. (colloquial)	MicheleMaria	2020-04-25 02:08:04	2020-04-25 02:08:04
Final punctuation	8714304	por	Espero ter ajudado. (colloquial)	MicheleMaria	2020-04-25 02:08:45	2020-04-25 02:08:45
Final punctuation	8714305	por	Eu espero ter sido útil. (formal)	MicheleMaria	2020-04-25 02:09:25	2020-04-25 02:09:25
Final punctuation	8714307	por	Sami fez as malas e foi embora. (colloquial)	MicheleMaria	2020-04-25 02:10:24	2020-04-25 02:10:41
Zero-width space	8719474	por	Não estamos interessados ​​em fazer isso.	JGEN	2020-04-26 21:38:09	2020-04-26 21:38:09
Zero-width space	8719476	por	Nós não estamos interessados ​​em fazer isso.	JGEN	2020-04-26 21:38:37	2020-04-26 21:38:37
Question mark: preceeded by space	8741329	por	Você sabe aonde a gente tá ?	Jhowwick	2020-05-06 06:28:03	2020-05-06 06:28:03
Capitalization	8745958	por	tudo bem, pode confiar em mim.	Edy_Wolf	2020-05-07 21:39:47	2020-05-07 21:39:47
English quotation marks: unclosed opening mark	8811972	por	O médico: "Calma, Hannes! É apenas uma pequena incisão com o bisturi!" O paciente: "Mas doutor! Não me chamo Hannes!” “Eu sei disso! Hannes sou eu!"	carlosalberto	2020-06-02 12:48:38	2020-06-02 12:48:38
English quotation marks: unopened closing mark	8811972	por	O médico: "Calma, Hannes! É apenas uma pequena incisão com o bisturi!" O paciente: "Mas doutor! Não me chamo Hannes!” “Eu sei disso! Hannes sou eu!"	carlosalberto	2020-06-02 12:48:38	2020-06-02 12:48:38
Quotation marks: mixed curly and straight	8811972	por	O médico: "Calma, Hannes! É apenas uma pequena incisão com o bisturi!" O paciente: "Mas doutor! Não me chamo Hannes!” “Eu sei disso! Hannes sou eu!"	carlosalberto	2020-06-02 12:48:38	2020-06-02 12:48:38
Zero-width space	8832938	por	Você devorou ​​todos os biscoitos!	RochaAr	2020-06-10 17:17:59	2020-06-10 17:17:59
Straight quotation marks: odd number	8864148	por	"De que tipo de garotas você mais gosta? "Do tipo que me ama."	Ricardo14	2020-06-22 00:14:40	2020-06-26 04:29:47
Final punctuation	8874645	por	Dê a eles um pouco de comida	Richom	2020-06-26 20:33:28	2020-06-26 20:33:28
Final punctuation	8881552	por	O Tom provavelmente ainda não sabe por que a Mary quer fazer isso,	Ricardo14	2020-06-30 08:40:15	2020-07-02 13:48:56
Zero-width space	8914940	por	Alguns alunos estavam atrasados ​​para a escola esta manhã.	JGEN	2020-07-14 06:56:24	2020-07-14 06:56:24
Zero-width space	8914942	por	Alguns estudantes estavam atrasados ​​para a escola esta manhã.	JGEN	2020-07-14 06:57:16	2020-07-14 06:57:16
Greek characters: possible homoglyphs	8926574	por	Εxiste uma pequena possibilidade disso acontecer.	Ricardo14	2020-07-20 00:18:46	2020-07-20 00:18:46
Final punctuation	8932387	por	Ela me parece ser uma pessoa muito interessante,	Ricardo14	2020-07-22 20:27:15	2020-07-22 20:27:15
Capitalization	8997560	por	que dia da semana é hoje?	0sigmaone0	2020-08-27 01:48:39	2020-08-27 01:48:39
Capitalization	8997614	por	kkk, o que?	0sigmaone0	2020-08-27 03:40:09	2020-08-27 03:40:09
Exclamation mark: preceeded by space	9085758	por	Esse cara bonito é seu pai !?	SunnyKim	2020-09-29 22:34:04	2020-09-29 22:34:04
Final punctuation	9105311	por	Ele está em sua mesa. (Estudando, lendo)	Pain	2020-10-04 21:04:52	2020-10-04 21:05:36
Zero-width space	9120029	por	Muitos acidentes foram causados ​​pelo mau tempo.	JGEN	2020-10-08 01:19:38	2020-10-08 01:19:38
English quotation marks: unclosed opening mark	9187097	por	“Precisamos ir para o outro lado da rua.” “É proibido atravessar aqui. Temos de seguir até o próximo semáforo."	carlosalberto	2020-10-24 16:51:04	2020-10-24 17:03:40
Straight quotation marks: odd number	9187097	por	“Precisamos ir para o outro lado da rua.” “É proibido atravessar aqui. Temos de seguir até o próximo semáforo."	carlosalberto	2020-10-24 16:51:04	2020-10-24 17:03:40
Quotation marks: mixed curly and straight	9187097	por	“Precisamos ir para o outro lado da rua.” “É proibido atravessar aqui. Temos de seguir até o próximo semáforo."	carlosalberto	2020-10-24 16:51:04	2020-10-24 17:03:40
Final punctuation	9524472	por	Eu estou um pouco mais calmo agora,	Ricardo14	2020-12-22 23:04:31	2020-12-22 23:04:31
Final punctuation	9524473	por	Estou um pouco mais calmo agora,	Ricardo14	2020-12-22 23:04:36	2020-12-22 23:04:36
Period: preceeded by space	9622402	por	Ano passado aprendi um pouco de .svg.	Ricardo14	2021-01-09 11:38:07	2021-01-09 11:38:07
Final punctuation	9727734	por	Vou a uma academia de inglês em linha cada segunda-feira pela véspera,	mialiesperantistas	2021-02-05 19:41:12	2021-02-05 19:41:12
Capitalization	9736267	por	consegue caminhar?	JulhoMichalak	2021-02-08 12:57:52	2021-02-08 12:57:52
Final punctuation	9899914	por	O Tom não precisa de instrução,	Ricardo14	2021-03-27 23:03:02	2021-03-27 23:03:02
Final punctuation	9961110	por	Eu queria que o Tom parasse,	Ricardo14	2021-04-16 00:56:56	2021-04-16 00:56:56
Multiplication sign: possible homoglyph	9962571	por	Em 1996, Garry Kasparov jogou um match de 6 partidas contra Deep Blue, supercomputador da IBM, e saiu vencedor por 4 X 2.	carlosalberto	2021-04-16 12:43:56	2021-04-16 16:32:01
Multiplication sign: possible homoglyph	9962607	por	Em 1997, em match revanche (o primeiro ocorrera no ano anterior), o supercomputador Deep Blue, da IBM, derrotou o Grande Mestre Garry Kasparov por 3,5 x 2,5.	carlosalberto	2021-04-16 13:00:22	2021-04-16 13:00:22
Question mark: preceeded by space	9973274	por	O que você está planejando fazer para o jantar ?	JGGG	2021-04-20 13:24:12	2021-04-20 13:24:12
Question mark: preceeded by space	9973278	por	Qual sua comida favorita na janta ?	JGGG	2021-04-20 13:26:59	2021-04-20 13:26:59
Question mark: preceeded by space	9973279	por	Quanto tempo até a janta estar pronta ?	JGGG	2021-04-20 13:27:34	2021-04-20 13:27:34
Final punctuation	9974341	por	Você é garoto mais alto da sala,	Ricardo14	2021-04-20 20:11:43	2021-04-20 20:11:43
Question mark: preceeded by space	9979031	por	Tem algum hotel na região ?	JGGG	2021-04-22 17:19:00	2021-04-22 17:19:00
Zero-width space	9981958	por	Sou muito reservado ​e prefiro não contar para vocês.	Ricardo14	2021-04-24 03:59:36	2021-07-02 20:25:16
Final punctuation	9989299	por	Vemos o Tom de vez em quando,	Ricardo14	2021-04-27 04:39:20	2021-04-27 04:39:20
Parentheses: opening mark preceeded by letter or digit	10005188	por	Sinto muito por você ter sido demitido(a).	arthurhh	2021-05-03 09:42:25	2021-05-03 09:42:25
Parentheses: opening mark preceeded by letter or digit	10005191	por	Eles(Tom e Mary) disseram quando estariam de volta?	arthurhh	2021-05-03 09:43:10	2021-05-03 09:43:10
Final punctuation	10007886	por	Eu tenho um sonho,	Ricardo14	2021-05-04 18:01:24	2021-05-04 18:01:24
Foreign: traditore = traidor	10012649	por	As traduções raramente são fiéis. Como dizem os italianos, "traduttore, traditore".	carlosalberto	2021-05-06 23:23:40	2021-05-06 23:23:40
English quotation marks: unclosed opening mark	10020669	por	“Só os pássaros têm penas.” “E os anjos? Eu pensava que eles também as tinham."	carlosalberto	2021-05-10 11:36:52	2021-05-10 12:11:15
Straight quotation marks: odd number	10020669	por	“Só os pássaros têm penas.” “E os anjos? Eu pensava que eles também as tinham."	carlosalberto	2021-05-10 11:36:52	2021-05-10 12:11:15
Quotation marks: mixed curly and straight	10020669	por	“Só os pássaros têm penas.” “E os anjos? Eu pensava que eles também as tinham."	carlosalberto	2021-05-10 11:36:52	2021-05-10 12:11:15
Multiplication sign: possible homoglyph	10048403	por	Me siga no Instagram se você quiser. O meu nome de usuário é tatoebamaniac1002xyz.	Ricardo14	2021-05-19 13:57:03	2021-05-19 13:57:03
Parentheses: opening mark preceeded by letter or digit	10094064	por	Sami amava seu/sua professor(a).	VH	2021-06-08 23:04:27	2021-06-08 23:04:27
English quotation marks: unclosed opening mark	10099680	por	A professora: “Agora vou separar vocês dois tagarelas. Emma, ​​sente-se ali ao lado de Hans, e Karlheinz, sente-se aqui ao lado de Anna! Troquem, portanto, de lugar!" Emma: "Mas eu não quero sentar ao lado de Hans. Ele sempre sussurra coisas nojentas." Hans: "Não é verdade, de jeito nenhum! Eu sou muito legal com Emma!"	carlosalberto	2021-06-11 21:55:27	2021-06-11 21:55:27
Straight quotation marks: odd number	10099680	por	A professora: “Agora vou separar vocês dois tagarelas. Emma, ​​sente-se ali ao lado de Hans, e Karlheinz, sente-se aqui ao lado de Anna! Troquem, portanto, de lugar!" Emma: "Mas eu não quero sentar ao lado de Hans. Ele sempre sussurra coisas nojentas." Hans: "Não é verdade, de jeito nenhum! Eu sou muito legal com Emma!"	carlosalberto	2021-06-11 21:55:27	2021-06-11 21:55:27
Quotation marks: mixed curly and straight	10099680	por	A professora: “Agora vou separar vocês dois tagarelas. Emma, ​​sente-se ali ao lado de Hans, e Karlheinz, sente-se aqui ao lado de Anna! Troquem, portanto, de lugar!" Emma: "Mas eu não quero sentar ao lado de Hans. Ele sempre sussurra coisas nojentas." Hans: "Não é verdade, de jeito nenhum! Eu sou muito legal com Emma!"	carlosalberto	2021-06-11 21:55:27	2021-06-11 21:55:27
Zero-width space	10099680	por	A professora: “Agora vou separar vocês dois tagarelas. Emma, ​​sente-se ali ao lado de Hans, e Karlheinz, sente-se aqui ao lado de Anna! Troquem, portanto, de lugar!" Emma: "Mas eu não quero sentar ao lado de Hans. Ele sempre sussurra coisas nojentas." Hans: "Não é verdade, de jeito nenhum! Eu sou muito legal com Emma!"	carlosalberto	2021-06-11 21:55:27	2021-06-11 21:55:27
Final punctuation	10124505	por	Não esqueça de escovar os dentes	WesleyJP07	2021-06-23 16:09:59	2021-06-23 16:09:59
Final punctuation	10127757	por	Eu sei o que vocês disseram para nós,	lucasmg123	2021-06-25 04:51:33	2021-06-25 04:51:33
Final punctuation	10135322	por	Tom tem uma boa base	magog2309	2021-06-28 20:30:30	2021-06-28 20:30:30
Question mark: preceeded by space	10196472	por	Quanto é 300 euros em dólares canadenses ?	BranTheOliver	2021-07-27 20:52:32	2021-07-27 20:52:55
Final punctuation	10260027	por	O pior é que nem sempre foi assim	Davidlfrazer	2021-08-24 17:40:21	2021-08-24 17:40:21
English quotation marks: unclosed opening mark	10285985	por	“Tuas calças estão com uma mancha. Não podes falar com ninguém assim.” “Ah, ninguém vai notar.” “Não vai notar? E se!"	carlosalberto	2021-09-09 20:41:22	2021-09-09 22:05:37
Straight quotation marks: odd number	10285985	por	“Tuas calças estão com uma mancha. Não podes falar com ninguém assim.” “Ah, ninguém vai notar.” “Não vai notar? E se!"	carlosalberto	2021-09-09 20:41:22	2021-09-09 22:05:37
Quotation marks: mixed curly and straight	10285985	por	“Tuas calças estão com uma mancha. Não podes falar com ninguém assim.” “Ah, ninguém vai notar.” “Não vai notar? E se!"	carlosalberto	2021-09-09 20:41:22	2021-09-09 22:05:37
Final punctuation	10308495	por	Tenho que colar o selo no envelope	WesleyJP07	2021-09-20 17:30:22	2021-09-20 17:30:22
Final punctuation	10308501	por	Esqueci de colar o selo no envelope	WesleyJP07	2021-09-20 17:31:45	2021-09-20 17:31:45
Multiplication sign: possible homoglyph	10335924	por	O jogo de damas pode ser praticado em tabuleiro de 64 (8X8) ou 100 (10X10) casas, alternadamente claras e escuras.	carlosalberto	2021-10-02 13:21:06	2021-10-02 13:21:06
